Player,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,TRB,AST,STL,BLK,TOV,PF,Team,Season,Class,Pos,Height
Jahii Carson,33,33.0,1168,10.5,24.2,8.7,19.6,1.8,4.6,7.7,10.8,6.6,7.6,1.1,0.1,5.8,3.6,arizona-state,2014,2.0,G,70.0
Jermaine Marshall,32,32.0,1013,9.3,20.6,4.6,9.0,4.7,11.6,4.3,6.1,5.7,2.6,1.4,0.9,2.7,4.3,arizona-state,2014,4.0,G,76.0
Sai Tummala,15,0.0,80,8.0,20.3,3.6,5.1,4.3,15.2,2.2,3.6,8.0,2.2,1.4,0.0,1.4,10.1,arizona-state,2014,2.0,F,79.0
Richie Edwards,15,0.0,101,8.0,18.9,4.6,8.6,3.4,10.3,2.3,2.9,8.0,3.4,2.3,0.6,2.3,7.5,arizona-state,2014,4.0,F,79.0
Jordan Bachynski,33,33.0,1020,7.6,13.9,7.6,13.9,0.0,0.0,6.4,9.3,15.5,1.0,0.7,7.6,2.7,5.6,arizona-state,2014,4.0,C,86.0
Bo Barnes,25,0.0,346,6.0,13.1,2.5,4.4,3.5,8.7,3.2,4.9,8.4,2.3,1.8,0.5,2.7,5.4,arizona-state,2014,3.0,G,76.0
Shaquielle McKissic,32,26.0,918,5.9,12.4,4.5,8.1,1.4,4.2,5.0,7.6,10.9,5.2,2.6,0.1,1.8,4.4,arizona-state,2014,3.0,F,77.0
Chance Murray,22,0.0,173,5.4,14.7,3.0,8.7,2.3,6.0,4.4,5.7,11.4,4.4,0.7,0.7,3.0,5.0,arizona-state,2014,1.0,G,74.0
Jonathan Gilling,33,18.0,939,4.9,11.8,0.9,2.4,4.1,9.4,1.7,2.6,7.8,5.4,1.1,0.3,2.7,5.8,arizona-state,2014,3.0,F,79.0
Egor Koulechov,27,7.0,377,5.4,12.3,3.7,7.2,1.7,5.1,2.9,4.3,11.7,2.5,1.5,0.9,3.2,5.4,arizona-state,2014,1.0,G,77.0
Calaen Robinson,20,0.0,124,4.2,13.1,0.9,3.3,3.3,9.8,2.8,2.8,9.4,9.8,5.1,0.5,3.7,8.9,arizona-state,2014,2.0,G,74.0
Eric Jacobsen,32,15.0,332,4.5,9.3,4.5,9.3,0.0,0.0,4.4,7.2,12.7,1.6,0.9,2.3,3.7,12.7,arizona-state,2014,2.0,F,82.0
Brandan Kearney,19,1.0,123,3.3,12.3,1.9,8.0,1.4,4.2,2.8,3.8,6.1,1.4,1.4,0.0,4.2,9.9,arizona-state,2014,3.0,F,78.0
David Whitmore,3,0.0,3,0.0,19.3,0.0,0.0,0.0,19.3,0.0,0.0,19.3,0.0,0.0,0.0,0.0,0.0,arizona-state,2014,2.0,F,78.0
Jacob Hazzard,13,0.0,29,17.2,36.6,8.6,17.2,8.6,19.4,0.0,0.0,6.5,6.5,4.3,0.0,8.6,4.3,arizona,2014,2.0,G,72.0
Chris Johnson,4,0.0,6,10.4,10.4,0.0,0.0,10.4,10.4,10.4,20.8,0.0,0.0,0.0,0.0,0.0,0.0,arizona,2014,3.0,G,76.0
Nick Johnson,38,38.0,1257,10.2,23.5,7.1,15.2,3.1,8.4,7.3,9.3,7.7,5.3,2.1,1.2,3.2,3.8,arizona,2014,3.0,G,75.0
Brandon Ashley,22,22.0,609,9.5,18.3,8.4,15.3,1.1,3.0,5.7,7.6,13.0,2.3,1.4,1.6,3.8,7.2,arizona,2014,2.0,F,80.0
Aaron Gordon,38,38.0,1187,9.9,20.1,9.1,17.7,0.8,2.4,4.0,9.5,15.9,3.9,1.8,2.1,2.9,4.7,arizona,2014,1.0,F,81.0
Rondae Hollis-Jefferson,38,6.0,960,7.9,16.1,7.7,15.4,0.1,0.7,6.7,9.8,14.0,3.6,1.8,2.6,2.9,6.0,arizona,2014,1.0,F,79.0
Kaleb Tarczewski,36,35.0,1020,7.8,13.4,7.8,13.4,0.0,0.0,6.2,8.3,13.8,1.2,0.3,2.2,3.9,5.6,arizona,2014,2.0,C,84.0
Gabe York,38,12.0,828,6.2,16.7,1.9,5.5,4.3,11.2,2.6,3.9,6.4,4.6,1.4,0.3,1.6,4.2,arizona,2014,2.0,G,75.0
T.J. McConnell,38,38.0,1226,6.5,14.3,4.6,9.2,1.8,5.1,1.6,2.5,6.9,10.3,3.3,0.4,3.4,4.2,arizona,2014,3.0,G,73.0
Matt Korcheck,22,0.0,101,4.9,7.4,4.9,7.4,0.0,0.0,4.9,7.4,18.5,1.2,1.2,3.1,3.7,10.5,arizona,2014,3.0,F,82.0
Eric Conklin,7,0.0,17,7.3,7.3,7.3,7.3,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,3.7,arizona,2014,1.0,F,78.0
Trey Mason,10,0.0,22,5.7,8.5,2.8,5.7,2.8,2.8,0.0,0.0,8.5,8.5,0.0,0.0,5.7,8.5,arizona,2014,1.0,G,74.0
Jordin Mayes,34,1.0,195,4.8,14.4,3.8,9.6,1.0,4.8,3.5,5.4,5.4,5.8,2.9,0.0,4.2,7.4,arizona,2014,4.0,G,75.0
Elliott Pitts,24,0.0,201,4.7,10.9,1.2,2.2,3.4,8.7,0.9,2.5,7.5,1.9,1.2,0.0,1.9,6.2,arizona,2014,1.0,G,77.0
Drew Mellon,6,0.0,12,0.0,5.2,0.0,5.2,0.0,0.0,5.2,10.4,5.2,5.2,0.0,0.0,0.0,0.0,arizona,2014,3.0,F,78.0
Zach Peters,11,0.0,31,0.0,12.1,0.0,0.0,0.0,12.1,0.0,0.0,8.1,0.0,0.0,0.0,4.0,10.1,arizona,2014,1.0,F,82.0
Andrew Poulter,7,0.0,13,27.0,40.5,27.0,40.5,0.0,0.0,0.0,0.0,13.5,0.0,0.0,0.0,0.0,4.5,arkansas-little-rock,2014,1.0,C,83.0
Will Neighbour,25,24.0,776,9.9,19.8,8.0,14.9,1.9,4.9,9.1,11.8,13.1,2.7,2.4,2.0,4.8,3.5,arkansas-little-rock,2014,4.0,F,82.0
James White,28,28.0,658,12.3,22.6,12.2,22.0,0.1,0.5,4.4,7.1,15.1,1.3,1.0,2.3,4.9,7.3,arkansas-little-rock,2014,2.0,G,74.0
Josh Hagins,31,12.0,876,9.5,23.8,6.3,14.4,3.2,9.4,3.4,4.2,9.2,7.6,2.5,1.5,4.7,5.9,arkansas-little-rock,2014,2.0,G,73.0
Mareik Isom,30,1.0,375,6.9,19.5,4.2,9.4,2.7,10.1,5.1,8.0,10.4,0.9,1.6,0.9,1.4,9.7,arkansas-little-rock,2014,1.0,G,79.0
Kemy Osse,24,0.0,345,6.9,18.5,4.2,9.0,2.7,9.5,3.4,5.3,8.5,1.9,1.9,0.3,3.7,4.6,arkansas-little-rock,2014,2.0,G,73.0
Maurius Hill,29,7.0,241,7.8,18.4,7.8,18.0,0.0,0.5,3.4,5.6,10.4,2.2,1.5,1.2,6.1,7.3,arkansas-little-rock,2014,1.0,F,77.0
Ben Dillard,29,21.0,714,4.4,10.6,2.2,5.1,2.2,5.6,6.2,7.5,4.9,2.0,1.6,0.2,2.9,5.7,arkansas-little-rock,2014,3.0,G,74.0
Leroy Isler,30,28.0,785,4.5,12.4,3.5,9.0,1.0,3.4,5.7,7.8,7.5,3.1,1.0,0.4,3.5,6.3,arkansas-little-rock,2014,4.0,G,77.0
J.T. Thomas,4,4.0,99,4.7,14.8,4.7,12.4,0.0,2.4,5.9,8.3,4.1,3.0,0.6,0.6,1.8,7.1,arkansas-little-rock,2014,3.0,G,73.0
Gus Leeper,32,4.0,510,5.3,13.4,5.3,13.4,0.0,0.0,4.7,6.0,10.3,0.8,0.9,2.5,4.6,10.3,arkansas-little-rock,2014,3.0,F,82.0
Stetson Billings,32,3.0,311,3.9,12.2,3.9,11.8,0.0,0.4,4.7,6.2,14.7,1.7,0.8,0.8,2.4,6.2,arkansas-little-rock,2014,2.0,F,77.0
DeVonte Smith,32,28.0,897,3.8,9.7,2.8,6.4,1.0,3.3,2.5,3.5,4.7,6.3,2.3,0.1,2.2,3.9,arkansas-little-rock,2014,3.0,G,71.0
Jared Young,5,0.0,6,19.6,19.6,19.6,19.6,0.0,0.0,9.8,29.4,19.6,0.0,0.0,0.0,0.0,0.0,arkansas-pine-bluff,2014,3.0,G,71.0
Marcel Mosley,26,18.0,797,8.6,19.5,5.2,10.6,3.5,8.9,5.4,7.0,5.2,5.0,4.5,0.0,5.3,4.9,arkansas-pine-bluff,2014,3.0,G,72.0
DaVon Haynes,31,31.0,967,8.8,17.9,8.0,15.8,0.7,2.1,5.8,9.5,11.6,2.1,2.1,1.6,4.2,5.4,arkansas-pine-bluff,2014,4.0,F,80.0
Tevin Hammond,31,31.0,1101,6.0,16.5,2.9,7.7,3.0,8.8,6.7,9.0,4.9,7.8,4.4,0.2,6.3,4.8,arkansas-pine-bluff,2014,3.0,G,72.0
Sean Tingle,27,1.0,174,6.1,14.9,6.1,14.6,0.0,0.3,8.1,13.9,9.8,0.7,1.0,1.4,10.2,12.2,arkansas-pine-bluff,2014,3.0,F,81.0
Daniel Broughton,29,28.0,743,6.7,18.0,5.1,13.6,1.7,4.4,3.2,4.4,10.6,1.7,1.4,1.1,4.6,8.5,arkansas-pine-bluff,2014,3.0,F,80.0
Roy Jackson,5,0.0,17,3.5,10.4,0.0,3.5,3.5,6.9,6.9,20.8,0.0,0.0,3.5,0.0,0.0,0.0,arkansas-pine-bluff,2014,3.0,G,72.0
DeAndre McIntyre,16,0.0,290,7.1,15.6,6.5,11.6,0.6,4.1,2.2,3.5,7.9,1.4,2.6,0.2,4.1,5.1,arkansas-pine-bluff,2014,3.0,G,75.0
Ghiavonni Robinson,29,28.0,722,4.7,15.8,1.2,4.9,3.5,10.9,1.7,2.4,5.5,2.0,2.1,0.2,2.8,5.0,arkansas-pine-bluff,2014,1.0,G,75.0
Trent Whiting,31,7.0,400,4.6,10.5,3.2,7.5,1.3,2.9,3.1,5.9,8.7,1.3,1.9,1.8,2.4,4.4,arkansas-pine-bluff,2014,2.0,F,79.0
Jordan Brown,20,0.0,132,5.4,10.7,5.4,10.7,0.0,0.0,1.8,6.2,8.5,0.9,1.8,0.4,0.0,3.6,arkansas-pine-bluff,2014,1.0,G,76.0
Jaylon Floyd,30,9.0,296,4.0,6.8,4.0,6.6,0.0,0.2,1.2,2.8,9.7,0.6,1.6,1.2,2.4,8.4,arkansas-pine-bluff,2014,3.0,F,78.0
Chandler Savage,31,1.0,488,2.8,6.6,2.8,5.8,0.0,0.8,2.3,3.9,6.8,3.5,3.5,0.2,3.7,5.3,arkansas-pine-bluff,2014,3.0,G,75.0
Trent Jeffries,15,0.0,64,0.9,6.4,0.9,5.5,0.0,0.9,2.8,4.6,9.2,1.8,2.8,0.0,6.4,6.4,arkansas-pine-bluff,2014,1.0,G,74.0
David Tillman,3,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,arkansas-pine-bluff,2014,1.0,C,82.0
Josh Pierre,8,0.0,21,8.3,27.8,2.8,2.8,5.6,25.0,11.1,16.7,8.3,0.0,5.6,0.0,2.8,0.0,arkansas-state,2014,2.0,G,72.0
Melvin Johnson,32,28.0,947,9.6,20.3,4.2,9.0,5.4,11.3,5.2,6.9,8.7,2.6,1.7,0.1,4.0,3.8,arkansas-state,2014,4.0,G,78.0
Kirk Van Slyke,32,32.0,987,9.6,18.5,7.3,13.0,2.2,5.5,6.8,8.3,11.1,2.0,1.4,2.2,3.1,4.9,arkansas-state,2014,4.0,F,82.0
Raeford Worsham,7,0.0,97,7.8,15.6,6.6,12.6,1.2,3.0,10.2,14.4,9.6,1.8,3.6,2.4,1.8,8.4,arkansas-state,2014,2.0,G,76.0
Brandon Reed,32,19.0,796,7.2,18.2,4.0,9.1,3.2,9.2,5.0,6.8,5.6,4.8,1.5,0.1,2.3,3.6,arkansas-state,2014,4.0,G,76.0
Edward Townsel,32,26.0,898,6.6,16.4,3.8,8.3,2.8,8.2,4.1,4.9,7.7,4.6,2.5,0.1,2.9,4.7,arkansas-state,2014,4.0,G,72.0
Kendrick Washington,30,29.0,932,6.9,12.9,6.6,11.9,0.3,1.0,4.9,8.2,12.3,3.0,1.4,1.1,3.6,6.6,arkansas-state,2014,4.0,F,79.0
Cameron Golden,32,11.0,768,6.2,17.2,2.9,6.8,3.3,10.3,3.0,4.5,6.0,6.2,2.7,0.2,3.8,4.0,arkansas-state,2014,2.0,G,72.0
Seth Kisler,18,0.0,120,6.3,11.2,4.4,6.8,1.9,4.4,2.4,4.4,6.8,1.0,1.5,0.0,3.4,9.2,arkansas-state,2014,3.0,F,80.0
Rakeem Dickerson,32,12.0,591,3.6,9.6,2.3,6.2,1.3,3.4,5.7,8.0,5.7,6.4,3.0,0.2,3.5,4.8,arkansas-state,2014,3.0,G,72.0
Kelvin Downs,32,3.0,419,3.2,8.6,3.2,8.6,0.0,0.0,3.2,4.9,9.6,2.1,0.7,2.6,4.5,8.9,arkansas-state,2014,2.0,F,81.0
Rashad Madden,33,27.0,866,8.0,17.5,4.8,9.6,3.2,8.0,7.6,9.2,6.0,5.8,1.8,0.6,4.9,5.1,arkansas,2014,3.0,G,77.0
Alandise Harris,33,4.0,615,9.3,20.2,8.7,17.9,0.6,2.2,7.3,10.7,9.7,3.4,2.4,2.8,4.8,6.8,arkansas,2014,3.0,F,78.0
Michael Qualls,33,17.0,810,8.8,20.5,5.9,12.3,2.9,8.2,5.7,8.3,10.0,4.4,2.1,1.2,3.5,2.9,arkansas,2014,2.0,G,78.0
Bobby Portis,34,34.0,918,9.7,19.0,9.1,17.0,0.5,2.0,5.2,7.1,13.8,3.0,2.1,3.2,2.5,3.5,arkansas,2014,1.0,F,83.0
Anthlon Bell,32,14.0,515,9.0,23.8,3.6,7.6,5.4,16.2,1.3,1.6,4.3,2.5,1.2,0.2,2.2,4.7,arkansas,2014,2.0,G,75.0
Coty Clarke,34,30.0,752,7.7,17.5,5.9,13.2,1.8,4.3,6.2,7.7,13.9,5.9,3.7,1.3,3.3,7.6,arkansas,2014,4.0,F,79.0
Moses Kingsley,32,0.0,367,6.5,12.2,6.3,11.9,0.2,0.3,6.2,9.5,15.3,1.1,2.1,7.4,2.1,6.2,arkansas,2014,1.0,C,82.0
Jacorey Williams,30,0.0,277,8.2,20.5,8.0,19.9,0.2,0.6,2.6,3.8,12.5,3.2,2.0,1.2,4.8,7.8,arkansas,2014,2.0,F,80.0
Rickey Scott,23,5.0,198,5.8,14.8,5.3,11.4,0.6,3.3,5.0,10.3,7.8,7.0,1.1,0.0,3.1,5.3,arkansas,2014,4.0,G,75.0
Mardracus Wade,31,3.0,456,4.1,9.8,1.7,4.1,2.4,5.7,4.0,5.3,3.1,3.3,3.0,0.1,1.9,7.1,arkansas,2014,4.0,G,74.0
Kikko Haydar,34,4.0,417,3.8,9.8,0.3,1.5,3.6,8.3,2.2,2.8,5.7,3.6,2.6,0.0,2.0,9.0,arkansas,2014,4.0,G,70.0
DeQuavious Wagner,8,0.0,37,4.5,19.4,4.5,11.9,0.0,7.5,4.5,6.0,3.0,8.9,3.0,0.0,4.5,7.5,arkansas,2014,1.0,G,70.0
Fred Gulley,34,32.0,623,4.2,10.6,2.5,5.8,1.7,4.8,1.9,2.8,5.3,5.8,2.3,0.2,1.4,5.9,arkansas,2014,4.0,G,74.0
Manuale Watkins,8,0.0,27,4.1,6.1,4.1,6.1,0.0,0.0,2.0,4.1,8.2,2.0,6.1,0.0,4.1,4.1,arkansas,2014,1.0,G,75.0
Kyle Wilson,31,30.0,959,11.6,26.1,7.7,17.3,3.9,8.9,7.9,10.0,4.9,2.8,1.0,0.2,3.9,3.1,army,2014,2.0,G,76.0
Tanner Plomb,27,22.0,527,10.6,22.9,6.6,12.9,4.0,10.0,6.0,7.8,12.7,3.7,1.3,0.8,3.9,2.9,army,2014,2.0,F,79.0
Dylan Cox,31,30.0,712,9.2,16.5,8.1,13.8,1.2,2.7,4.9,8.6,10.8,7.3,1.4,1.1,4.6,5.0,army,2014,2.0,G,76.0
Josh Herbeck,31,7.0,450,7.3,21.4,1.3,3.5,6.0,17.9,0.9,1.7,3.9,2.9,1.4,0.0,2.3,4.0,army,2014,4.0,G,75.0
Kevin Ferguson,31,31.0,841,8.3,12.9,8.3,12.9,0.0,0.0,3.1,4.6,12.6,3.6,0.5,5.4,4.3,6.4,army,2014,2.0,C,82.0
Tanner Omlid,31,5.0,559,7.4,17.2,4.6,8.0,2.7,9.2,2.2,3.3,14.6,5.3,6.6,1.4,3.5,7.6,army,2014,1.0,F,75.0
Maxwell Lenox,11,0.0,66,5.3,10.7,3.6,5.3,1.8,5.3,4.4,6.2,5.3,10.7,1.8,0.0,6.2,9.8,army,2014,3.0,G,72.0
Larry Toomey,31,9.0,543,4.9,14.7,3.5,8.4,1.4,6.3,3.2,5.0,12.1,4.4,1.7,1.0,3.8,5.9,army,2014,2.0,F,78.0
Matt Gramling,31,1.0,555,5.4,15.1,4.5,10.3,0.8,4.9,2.0,3.1,6.2,5.4,2.3,0.3,2.6,3.3,army,2014,2.0,G,75.0
Scott Mammel,11,0.0,42,4.2,12.6,1.4,1.4,2.8,11.2,1.4,1.4,4.2,2.8,0.0,0.0,5.6,5.6,army,2014,1.0,G,71.0
Mo Williams,31,19.0,531,3.4,9.7,1.2,3.2,2.2,6.5,3.4,4.2,3.3,2.4,1.2,0.0,3.1,6.0,army,2014,3.0,G,73.0
Mac Hoffman,13,0.0,63,3.7,15.8,0.0,1.9,3.7,14.0,0.0,0.0,8.4,1.9,1.9,0.0,7.5,9.3,army,2014,1.0,F,80.0
Richard Brown,10,0.0,22,2.7,18.7,0.0,2.7,2.7,16.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,2.7,army,2014,1.0,G,78.0
Kieffer Jordan,16,0.0,92,2.6,8.9,1.9,5.1,0.6,3.8,1.9,3.2,10.2,3.2,0.6,1.3,2.6,12.8,army,2014,1.0,C,82.0
Travis Rollo,28,0.0,284,3.1,6.2,3.1,6.2,0.0,0.0,0.6,1.4,5.6,2.3,1.0,0.8,3.3,10.1,army,2014,2.0,F,79.0
Kyle Weldon,3,0.0,5,0.0,23.5,0.0,23.5,0.0,0.0,0.0,0.0,23.5,0.0,11.7,0.0,0.0,0.0,army,2014,2.0,C,81.0
Milton Washington,1,0.0,0,,,,,,,,,,,,,,,army,2014,3.0,G,72.0
Austin Williamson,1,0.0,0,,,,,,,,,,,,,,,army,2014,1.0,F,80.0
C.J. Holmes,3,0.0,3,19.7,19.7,19.7,19.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,0.0,auburn,2014,2.0,G,73.0
Chris Denson,30,30.0,961,11.5,25.0,10.2,19.9,1.4,5.1,10.8,16.5,8.0,4.4,1.8,0.2,3.3,3.9,auburn,2014,4.0,G,74.0
K.T. Harrell,30,30.0,979,10.5,24.3,6.5,13.2,4.0,11.1,8.1,9.3,7.2,3.9,1.5,0.4,5.2,4.7,auburn,2014,3.0,G,76.0
Chris Griffin,7,0.0,117,7.1,20.2,3.5,7.6,3.5,12.6,2.5,2.5,14.2,1.5,2.0,3.5,4.0,4.0,auburn,2014,3.0,F,79.0
Tahj Shamsid-Deen,30,30.0,880,6.5,16.0,3.6,7.3,2.9,8.7,3.2,4.2,3.0,5.8,1.7,0.1,2.6,5.3,auburn,2014,1.0,G,70.0
Dion Wade,30,0.0,328,5.2,16.6,1.1,2.7,4.1,13.9,1.8,3.1,7.2,2.7,3.1,1.4,1.4,9.4,auburn,2014,1.0,G,78.0
Allen Payne,30,29.0,845,6.0,12.9,5.6,10.9,0.4,2.0,3.6,4.7,11.3,3.6,2.6,0.4,3.6,4.6,auburn,2014,4.0,F,78.0
Asauhn Dixon-Tatum,30,29.0,675,6.0,10.5,6.0,10.5,0.0,0.0,3.7,5.5,15.8,1.1,0.8,5.6,3.7,9.1,auburn,2014,4.0,C,84.0
Malcolm Canada,30,0.0,353,4.0,11.2,3.9,9.9,0.2,1.3,6.0,7.5,8.5,4.9,3.4,0.3,4.7,7.2,auburn,2014,3.0,G,75.0
Benas Griciunas,12,1.0,112,5.3,13.7,5.3,11.1,0.0,2.6,2.1,3.7,11.1,1.6,0.0,2.6,2.6,7.4,auburn,2014,1.0,C,84.0
Alex Thompson,21,0.0,163,2.9,8.7,1.5,4.4,1.5,4.4,0.7,2.9,11.6,1.5,2.5,0.4,2.9,8.7,auburn,2014,1.0,F,80.0
Jordon Granger,24,1.0,241,2.9,6.9,2.9,6.6,0.0,0.2,1.5,2.2,10.6,1.0,0.5,1.0,3.2,8.3,auburn,2014,2.0,F,80.0
Matthew Atewe,24,0.0,346,2.1,4.6,2.1,4.6,0.0,0.0,2.2,4.3,14.0,1.2,1.4,4.4,3.1,13.2,auburn,2014,1.0,C,80.0
Devin Waddell,3,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,auburn,2014,2.0,G,77.0
Travis Betran,30,30.0,998,8.2,20.9,4.0,9.1,4.2,11.8,6.0,6.8,2.4,3.8,1.2,0.2,4.2,1.9,austin-peay,2014,4.0,G,75.0
Chris Horton,30,29.0,918,9.9,16.6,9.9,16.6,0.0,0.0,4.3,7.4,17.3,1.3,1.6,5.6,2.2,4.4,austin-peay,2014,2.0,C,80.0
Will Triggs,30,29.0,874,7.9,13.8,7.9,13.8,0.0,0.1,7.3,11.0,9.9,2.5,1.1,0.8,3.6,4.0,austin-peay,2014,4.0,F,78.0
Zavion Williams,30,8.0,601,7.7,17.8,5.9,12.1,1.8,5.6,5.8,8.1,5.9,6.9,3.2,0.5,6.6,6.1,austin-peay,2014,2.0,G,70.0
Ed Dyson,27,26.0,670,7.5,14.8,5.4,9.9,2.1,4.9,5.2,7.9,7.1,3.4,1.9,0.1,3.8,5.2,austin-peay,2014,3.0,F,76.0
Chris Freeman,29,1.0,280,8.3,13.5,8.3,13.5,0.0,0.0,3.4,5.8,12.3,1.4,1.4,2.6,4.8,8.5,austin-peay,2014,3.0,F,78.0
Thomas Greer,10,0.0,43,5.2,10.4,3.9,6.5,1.3,3.9,7.8,18.1,9.1,0.0,3.9,0.0,6.5,10.4,austin-peay,2014,3.0,G,77.0
Corey Arentsen,27,3.0,273,5.3,16.5,0.8,2.7,4.5,13.9,1.4,1.6,8.8,4.1,2.0,0.4,1.8,3.7,austin-peay,2014,2.0,G,77.0
Preston Herring,24,1.0,172,6.1,9.1,6.1,9.1,0.0,0.0,3.6,6.8,8.7,1.0,1.3,3.2,1.9,6.8,austin-peay,2014,2.0,F,79.0
Demarius Smith,25,20.0,738,5.2,10.4,4.3,7.6,0.9,2.8,3.8,6.3,6.2,10.5,2.4,0.5,7.2,4.6,austin-peay,2014,3.0,G,74.0
Serigne Mboup,27,0.0,198,4.2,8.2,4.2,8.2,0.0,0.0,5.6,10.1,11.5,1.1,2.5,3.1,5.1,6.7,austin-peay,2014,2.0,F,79.0
Fred Garmon,23,3.0,309,2.7,7.9,2.0,4.7,0.7,3.2,1.1,2.5,5.0,4.9,3.2,0.0,4.3,7.7,austin-peay,2014,3.0,G,71.0
Kaleb Mallory,2,0.0,3,19.9,39.8,19.9,19.9,0.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ball-state,2014,1.0,G,68.0
Jesse Berry,30,16.0,854,7.1,20.4,2.4,5.4,4.6,15.0,4.8,5.9,2.8,2.7,1.3,0.1,4.2,3.8,ball-state,2014,4.0,G,74.0
Chris Bond,30,30.0,942,8.0,18.2,6.7,13.2,1.3,5.0,5.8,8.6,11.3,3.6,1.9,0.9,4.6,3.9,ball-state,2014,4.0,F,76.0
Majok Majok,29,28.0,865,8.5,15.5,8.5,15.5,0.0,0.0,5.4,9.2,19.9,2.3,0.7,1.7,5.2,6.4,ball-state,2014,4.0,F,81.0
Zavier Turner,30,27.0,981,6.3,16.4,2.6,7.3,3.7,9.1,5.8,6.6,3.1,6.7,1.5,0.0,7.2,4.3,ball-state,2014,1.0,G,69.0
Mading Thok,13,0.0,97,9.8,14.2,9.8,14.2,0.0,0.0,1.8,5.5,17.8,1.8,0.6,1.2,3.7,8.0,ball-state,2014,2.0,C,83.0
Franko House,30,21.0,671,5.9,13.2,5.3,11.2,0.5,2.0,3.6,6.0,13.8,3.1,1.1,0.5,3.4,9.2,ball-state,2014,1.0,F,78.0
Bo Calhoun,27,2.0,253,5.4,15.6,5.4,15.6,0.0,0.0,4.2,7.1,19.8,1.9,1.4,1.4,5.0,12.5,ball-state,2014,2.0,F,78.0
Kindon Crowder,17,1.0,141,5.5,15.2,2.1,2.5,3.4,12.7,0.4,1.7,4.2,4.7,2.1,0.4,3.4,7.2,ball-state,2014,4.0,G,74.0
Mark Alstork,30,15.0,678,4.0,12.7,2.3,7.5,1.7,5.2,5.1,7.3,8.3,4.0,1.2,1.1,5.0,6.7,ball-state,2014,1.0,G,76.0
Tyler Koch,20,8.0,290,3.1,8.6,1.6,3.3,1.4,5.4,1.6,3.1,10.7,2.9,1.0,0.2,4.1,8.9,ball-state,2014,4.0,F,78.0
Quinten Payne,29,2.0,346,3.3,11.0,1.9,3.6,1.4,7.4,1.0,1.6,2.9,3.5,1.6,0.3,3.6,5.3,ball-state,2014,1.0,G,77.0
Chase Brogna,2,0.0,4,0.0,29.8,0.0,14.9,0.0,14.9,0.0,0.0,14.9,0.0,0.0,0.0,0.0,0.0,ball-state,2014,2.0,G,71.0
Matt Kamieniecki,1,0.0,0,,,,,,,,,,,,,,,ball-state,2014,4.0,F,80.0
Cory Jefferson,38,38.0,1103,10.4,20.8,9.6,18.6,0.8,2.1,7.7,12.1,17.6,2.1,0.8,2.8,2.9,4.7,baylor,2014,4.0,F,81.0
Logan Lowery,13,0.0,27,11.5,16.2,9.2,13.8,2.3,2.3,2.3,4.6,9.2,4.6,0.0,0.0,4.6,6.9,baylor,2014,3.0,F,78.0
Taurean Prince,38,2.0,542,9.1,19.5,7.4,14.8,1.7,4.7,7.0,9.9,12.1,2.6,2.3,0.8,5.9,9.0,baylor,2014,2.0,F,79.0
Brady Heslip,38,19.0,1042,8.0,17.6,0.9,2.5,7.1,15.2,3.6,4.5,2.9,2.0,1.2,0.0,0.8,2.7,baylor,2014,4.0,G,74.0
Isaiah Austin,38,37.0,1065,9.2,20.5,8.1,16.7,1.1,3.8,5.6,8.2,12.2,3.0,1.0,6.9,4.1,5.4,baylor,2014,2.0,C,85.0
Kenny Chery,37,34.0,1068,8.3,19.7,6.1,12.7,2.3,7.0,6.0,6.8,5.7,10.2,2.0,0.1,4.4,3.7,baylor,2014,3.0,G,71.0
Rico Gathers,38,1.0,678,7.4,15.5,7.4,15.5,0.0,0.0,7.8,13.4,22.2,0.6,2.6,1.7,2.8,8.8,baylor,2014,2.0,F,80.0
Royce O'Neale,38,31.0,1036,5.5,10.6,3.8,6.9,1.7,3.7,3.4,5.7,12.3,6.6,2.0,0.4,3.8,5.3,baylor,2014,3.0,F,78.0
Gary Franklin,38,21.0,830,4.9,13.7,1.7,3.8,3.2,9.8,2.3,3.0,4.4,6.8,1.5,0.0,3.9,3.8,baylor,2014,4.0,G,74.0
Ishmail Wainright,32,7.0,291,4.5,10.3,3.9,8.1,0.6,2.1,3.4,6.9,10.1,7.3,1.9,0.2,5.4,9.9,baylor,2014,1.0,G,77.0
Josh Clemons,1,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2,0.0,baylor,2014,3.0,C,80.0
John Heard,11,0.0,14,0.0,17.8,0.0,4.5,0.0,13.4,0.0,8.9,4.5,4.5,0.0,0.0,8.9,8.9,baylor,2014,2.0,F,77.0
